Firm,Date,Adj Close,ret
ABM,2020-04-14,28.30632972717285,0.07981817671170033
ABM,2020-04-15,27.913448333740234,-0.013879630358981765
ABM,2020-04-16,28.818008422851562,0.032405888312192044
ABM,2020-04-17,30.0423641204834,0.04248578457146146
ABM,2020-04-20,28.041364669799805,-0.06660592497510132
ABM,2020-04-21,27.529695510864258,-0.01824694214995204
ABM,2020-04-22,28.12359619140625,0.021573092964563223
ABM,2020-04-23,28.4616641998291,0.012020795851355404
ABM,2020-04-24,28.872825622558594,0.014446148329301245
ABM,2020-04-27,30.188554763793945,0.04556980873418093
ABM,2020-04-28,31.147937774658203,0.031779693276833276
ABM,2020-04-29,32.8474235534668,0.054561743095277615
ACLS,2020-02-03,24.6200008392334,
ACLS,2020-02-04,25.25,0.025588917111759812
ACLS,2020-02-05,25.889999389648438,0.025346510481126128
ACLS,2020-02-06,27.989999771118164,0.08111241525596036
ACLS,2020-02-07,26.829999923706055,-0.041443367520462404
ACLS,2020-02-10,28.3799991607666,0.05777112342408253
ACLS,2020-02-11,28.760000228881836,0.013389749096277548
ACLS,2020-02-12,28.350000381469727,-0.014255905568469784
ACLS,2020-02-13,28.559999465942383,0.00740737501400246
ACLS,2020-02-14,28.31999969482422,-0.008403353487606458
ACLS,2020-02-18,27.809999465942383,-0.018008482852315932
ACLS,2020-02-19,27.979999542236328,0.006112911886321237
ACLS,2020-02-20,27.950000762939453,-0.0010721508144270198
ACLS,2020-02-21,26.15999984741211,-0.06404296481811944
ACLS,2020-02-24,24.31999969482422,-0.07033639768044242
ACLS,2020-02-25,23.260000228881836,-0.04358550490310953
ACLS,2020-02-26,23.829999923706055,0.02450557563264555
ACLS,2020-02-27,22.979999542236328,-0.035669340503192704
ACLS,2020-02-28,23.989999771118164,0.04395127280248623
ACLS,2020-03-02,23.950000762939453,-0.001667320073377665
ACLS,2020-03-03,23.510000228881836,-0.01837162922927671
ACLS,2020-03-04,24.15999984741211,0.027647792947775196
ACLS,2020-03-05,23.200000762939453,-0.03973506169436036
ACLS,2020-03-06,23.469999313354492,0.011637868169657395
ACLS,2020-03-09,21.850000381469727,-0.06902424283255015
ACLS,2020-03-10,22.510000228881836,0.03020594214597061
ACLS,2020-03-11,21.1200008392334,-0.061750305442688336
ACLS,2020-03-12,19.06999969482422,-0.09706444426844019
ACLS,2020-03-13,20.209999084472656,0.05977972773422979
ACLS,2020-03-16,16.709999084472656,-0.17318160111590752
ACLS,2020-03-17,18.780000686645508,0.12387802008297832
ACLS,2020-03-18,13.800000190734863,-0.2651757355606452
ACLS,2020-03-19,13.420000076293945,-0.027536239796289608
ACLS,2020-03-20,13.600000381469727,0.013412839355623207
ACLS,2020-03-23,14.979999542236328,0.10147052368078446
ACLS,2020-03-24,17.600000381469727,0.17489992785689124
ACLS,2020-03-25,17.079999923706055,-0.029545479914373063
ACLS,2020-03-26,19.790000915527344,0.15866516416431375
ACLS,2020-03-27,17.739999771118164,-0.10358772357613877
ACLS,2020-03-30,18.25,0.02874860402829027
ACLS,2020-03-31,18.309999465942383,0.0032876419694456427
ACLS,2020-04-01,17.5,-0.044238093367999665
ACLS,2020-04-02,17.270000457763672,-0.013142830984933074
ACLS,2020-04-03,16.81999969482422,-0.026056789288454008
ACLS,2020-04-06,19.040000915527344,0.13198580624149803
ACLS,2020-04-07,18.809999465942383,-0.012079907485581742
ACLS,2020-04-08,19.790000915527344,0.05210002538061542
ACLS,2020-04-09,19.6299991607666,-0.008084979654306323
ACLS,2020-04-13,19.639999389648438,0.0005094360320616609
ACLS,2020-04-14,21.809999465942383,0.11048880568894903
ACLS,2020-04-15,21.489999771118164,-0.014672155096744355
ACLS,2020-04-16,20.93000030517578,-0.02605860734791643
ACLS,2020-04-17,21.469999313354492,0.025800238906120487
ACLS,2020-04-20,21.559999465942383,0.004191902909466361
ACLS,2020-04-21,20.149999618530273,-0.06539888137007788
ACLS,2020-04-22,21.6299991607666,0.07344911018634948
ACLS,2020-04-23,21.520000457763672,-0.005085469591808889
ACLS,2020-04-24,21.690000534057617,0.007899631630008397
ACLS,2020-04-27,23.110000610351562,0.06546795948963968
ACLS,2020-04-28,24.440000534057617,0.05755083896926916
ACLS,2020-04-29,25.81999969482422,0.05646477621158574
ACM,2020-02-03,46.2437744140625,
ACM,2020-02-04,46.12718963623047,-0.0025210913103274057
ACM,2020-02-05,46.22434616088867,0.0021062745297166785
ACM,2020-02-06,46.340919494628906,0.0025219033566097337
ACM,2020-02-07,45.75801086425781,-0.012578702294387067
ACM,2020-02-10,45.83574676513672,0.0016988479046764482
ACM,2020-02-11,46.01061248779297,0.0038150512426964323
ACM,2020-02-12,46.438072204589844,0.009290459172006882
ACM,2020-02-13,46.476932525634766,0.0008368202899060595
ACM,2020-02-14,46.42835998535156,-0.0010450892011087953
ACM,2020-02-18,45.894020080566406,-0.011508911901125574
ACM,2020-02-19,49.30402755737305,0.0743017820365357
ACM,2020-02-20,49.90635299682617,0.01221655652273479
ACM,2020-02-21,50.4406852722168,0.010706698512404023
ACM,2020-02-24,49.051429748535156,-0.02754236022338208
ACM,2020-02-25,47.61359786987305,-0.029312741464076253
ACM,2020-02-26,46.49636459350586,-0.023464584201776995
ACM,2020-02-27,44.79623031616211,-0.036564886141253417
ACM,2020-02-28,43.65956115722656,-0.025374214546920126
ACM,2020-03-02,44.349334716796875,0.01579891188292759
ACM,2020-03-03,46.3117790222168,0.04424968983078492
ACM,2020-03-04,48.55595779418945,0.0484580557982035
ACM,2020-03-05,45.88431167602539,-0.05502200429220594
ACM,2020-03-06,43.504119873046875,-0.051873760682829784
ACM,2020-03-09,37.43219757080078,-0.13957120199110096
ACM,2020-03-10,38.306549072265625,0.023358273310324806
ACM,2020-03-11,35.362884521484375,-0.0768449422376315
ACM,2020-03-12,29.97101402282715,-0.1524725873360655
ACM,2020-03-13,32.44835662841797,0.08265795090229422
ACM,2020-03-16,26.96905517578125,-0.16886221744240804
ACM,2020-03-17,27.134212493896484,0.006123956402579012
ACM,2020-03-18,23.141313552856445,-0.14715366963158383
ACM,2020-03-19,24.8705997467041,0.07472722712554059
ACM,2020-03-20,24.822021484375,-0.0019532404857079966
ACM,2020-03-23,23.821369171142578,-0.04031308706514147
ACM,2020-03-24,25.12319564819336,0.05464952361461339
ACM,2020-03-25,26.288997650146484,0.04640341214064292
ACM,2020-03-26,28.79549217224121,0.095343860403166
ACM,2020-03-27,27.930850982666016,-0.03002696340119193
ACM,2020-03-30,27.765689849853516,-0.005913215208337208
ACM,2020-03-31,28.999507904052734,0.04443678730372791
ACM,2020-04-01,26.415294647216797,-0.08911231409119147
ACM,2020-04-02,26.745607376098633,0.012504601341504884
ACM,2020-04-03,25.44379234313965,-0.04867397530565554
ACM,2020-04-06,27.464527130126953,0.0794195597784837
ACM,2020-04-07,28.46517562866211,0.03643421544431047
ACM,2020-04-08,30.42761993408203,0.06894193561356077
ACM,2020-04-09,32.137481689453125,0.056194397033856536
ACM,2020-04-13,31.85573959350586,-0.00876677577508278
ACM,2020-04-14,32.65237808227539,0.025007690888204426
ACM,2020-04-15,30.923095703125,-0.0529603808578063
ACM,2020-04-16,30.243040084838867,-0.02199183499656565
ACM,2020-04-17,31.914030075073242,0.055252050903178196
ACM,2020-04-20,31.53514289855957,-0.011872119429053418
ACM,2020-04-21,30.68021583557129,-0.02711029614606031
ACM,2020-04-22,31.33112144470215,0.0212158093221817
ACM,2020-04-23,32.2151985168457,0.028217217621906876
ACM,2020-04-24,32.992401123046875,0.024125339652796507
ACM,2020-04-27,33.76960754394531,0.0235571342018972
ACM,2020-04-28,34.87712860107422,0.03279638520192041
ACM,2020-04-29,35.82921600341797,0.027298331041920365
ACN,2020-02-03,193.8264923095703,
ACN,2020-02-04,198.23846435546875,0.022762482018463537
ACN,2020-02-05,197.94927978515625,-0.0014587712392382102
ACN,2020-02-06,199.7588653564453,0.009141662820158158
ACN,2020-02-07,197.35232543945312,-0.01204722460101093
ACN,2020-02-10,198.25711059570312,0.004584618672393459
ACN,2020-02-11,197.8746795654297,-0.0019289650147948922
ACN,2020-02-12,197.73475646972656,-0.0007071298662891801
ACN,2020-02-13,198.11717224121094,0.001933983576341669
ACN,2020-02-14,198.0892333984375,-0.00014102181278574655
ACN,2020-02-18,199.3857421875,0.006545074494052283
ACN,2020-02-19,201.40049743652344,0.010104811040745343
ACN,2020-02-20,199.5163116455078,-0.009355417762110907
ACN,2020-02-21,197.64149475097656,-0.009396810110755993
ACN,2020-02-24,190.61782836914062,-0.03553740772242986
ACN,2020-02-25,183.8460693359375,-0.03552531833533057
ACN,2020-02-26,182.51220703125,-0.007255321310406515
ACN,2020-02-27,173.90284729003906,-0.04717141873001862
ACN,2020-02-28,168.44625854492188,-0.031377224870945186
ACN,2020-03-02,176.8037567138672,0.049615219958812684
ACN,2020-03-03,169.96664428710938,-0.03867062868931426
ACN,2020-03-04,176.16012573242188,0.03643939357213166
ACN,2020-03-05,170.28378295898438,-0.033357961962194316
ACN,2020-03-06,166.72996520996094,-0.020869971803947007
ACN,2020-03-09,153.07447814941406,-0.08190181676911346
ACN,2020-03-10,162.82174682617188,0.06367664155773656
ACN,2020-03-11,154.0072021484375,-0.05413616331696014
ACN,2020-03-12,142.27317810058594,-0.07619139809151199
ACN,2020-03-13,155.31304931640625,0.09165375645577578
ACN,2020-03-16,142.28244018554688,-0.08389899746487628
ACN,2020-03-17,147.1048126220703,0.03389295566083006
ACN,2020-03-18,140.98593139648438,-0.0415953843828758
ACN,2020-03-19,147.84169006347656,0.04862725379110522
ACN,2020-03-20,139.8572998046875,-0.05400635135705578
ACN,2020-03-23,134.02757263183594,-0.0416833957254491
ACN,2020-03-24,146.30262756347656,0.09158604226429823
ACN,2020-03-25,141.61085510253906,-0.03206895555516853
ACN,2020-03-26,159.81825256347656,0.1285734589184826
ACN,2020-03-27,151.92718505859375,-0.049375258321940674
ACN,2020-03-30,158.4004669189453,0.0426077917382266
ACN,2020-03-31,152.28158569335938,-0.03862918679852767
ACN,2020-04-01,144.27854919433594,-0.05255419729565125
ACN,2020-04-02,145.76165771484375,0.010279480413336595
ACN,2020-04-03,141.918701171875,-0.02636465997448245
ACN,2020-04-06,154.88401794433594,0.09135735224041319
ACN,2020-04-07,153.083740234375,-0.011623392354193296
ACN,2020-04-08,160.1820526123047,0.04636881988290842
ACN,2020-04-09,165.95578002929688,0.03604478356240426
ACN,2020-04-13,160.96554565429688,-0.030069662979614553
ACN,2020-04-14,166.12368774414062,0.03204500732673443
ACN,2020-04-15,158.7685546875,-0.044275040823611
ACN,2020-04-16,157.36309814453125,-0.008852234913488188
ACN,2020-04-17,164.05296325683594,0.042512286496547924
ACN,2020-04-20,163.7250213623047,-0.001999000127890671
ACN,2020-04-21,155.76089477539062,-0.048643307667008084
ACN,2020-04-22,161.44825744628906,0.03651341807646702
ACN,2020-04-23,162.00103759765625,0.0034238842841094463
ACN,2020-04-24,164.399658203125,0.014806205201141509
ACN,2020-04-27,168.11940002441406,0.022626213837337206
ACN,2020-04-28,167.1168975830078,-0.005963038419484423
ACN,2020-04-29,175.73695373535156,0.051580996757447206
ADBE,2020-02-03,358.0,
ADBE,2020-02-04,366.739990234375,0.02441338054294695
ADBE,2020-02-05,365.54998779296875,-0.0032448123277905028
ADBE,2020-02-06,367.4599914550781,0.005225013612067508
ADBE,2020-02-07,366.0899963378906,-0.0037282837561786186
ADBE,2020-02-10,370.0,0.010680443883259061
ADBE,2020-02-11,369.2799987792969,-0.0019459492451435745
ADBE,2020-02-12,374.2900085449219,0.013566967564412558
ADBE,2020-02-13,374.8399963378906,0.00146941617572649
ADBE,2020-02-14,379.6700134277344,0.012885543530658516
ADBE,2020-02-18,378.8500061035156,-0.002159789541490431
ADBE,2020-02-19,383.2799987792969,0.011693262780549718
ADBE,2020-02-20,378.9599914550781,-0.011271152520291872
ADBE,2020-02-21,372.95001220703125,-0.01585913917976034
ADBE,2020-02-24,357.4100036621094,-0.041667805433118876
ADBE,2020-02-25,347.79998779296875,-0.026887931984762803
ADBE,2020-02-26,351.3399963378906,0.01017828829548173
ADBE,2020-02-27,337.5199890136719,-0.03933513823722978
ADBE,2020-02-28,345.1199951171875,0.022517202983221685
ADBE,2020-03-02,360.2799987792969,0.043926761348503485
ADBE,2020-03-03,348.3399963378906,-0.033140897307264994
ADBE,2020-03-04,363.8500061035156,0.04452549213033885
ADBE,2020-03-05,351.0299987792969,-0.03523431938756505
ADBE,2020-03-06,336.7699890136719,-0.040623336510309804
ADBE,2020-03-09,305.7900085449219,-0.09199151194999233
ADBE,2020-03-10,332.3800048828125,0.08695508549941522
ADBE,2020-03-11,315.2300109863281,-0.051597549926419184
ADBE,2020-03-12,285.0,-0.0958982645457549
ADBE,2020-03-13,335.5,0.17719298245614046
ADBE,2020-03-16,286.0299987792969,-0.1474515684670734
ADBE,2020-03-17,311.80999755859375,0.09013040201838729
ADBE,2020-03-18,294.6099853515625,-0.05516183682917064
ADBE,2020-03-19,307.510009765625,0.04378678610865383
ADBE,2020-03-20,295.3399963378906,-0.039575991158824375
ADBE,2020-03-23,307.2699890136719,0.040394097730442446
ADBE,2020-03-24,310.0,0.00888473031515824
ADBE,2020-03-25,305.9100036621094,-0.013193536573840703
ADBE,2020-03-26,322.6700134277344,0.0547873870255553
ADBE,2020-03-27,305.8299865722656,-0.05218962455350773
ADBE,2020-03-30,318.3900146484375,0.04106866111117591
ADBE,2020-03-31,318.239990234375,-0.0004711969821923345
ADBE,2020-04-01,301.2099914550781,-0.053513069701751625
ADBE,2020-04-02,303.9599914550781,0.009129843225702317
ADBE,2020-04-03,293.6099853515625,-0.034050554002088895
ADBE,2020-04-06,319.1300048828125,0.08691809136086714
ADBE,2020-04-07,308.92999267578125,-0.03196193416779092
ADBE,2020-04-08,317.17999267578125,0.026705079453577918
ADBE,2020-04-09,318.70001220703125,0.00479229322892305
ADBE,2020-04-13,320.6499938964844,0.006118549152067221
ADBE,2020-04-14,340.7699890136719,0.06274753001767674
ADBE,2020-04-15,332.54998779296875,-0.02412184607129042
ADBE,2020-04-16,342.70001220703125,0.030521800591318815
ADBE,2020-04-17,344.1099853515625,0.004114307249220239
ADBE,2020-04-20,344.8800048828125,0.002237713417305498
ADBE,2020-04-21,328.989990234375,-0.0460740385741899
ADBE,2020-04-22,336.7699890136719,0.02364813219318429
ADBE,2020-04-23,335.3699951171875,-0.00415712189968187
ADBE,2020-04-24,344.1000061035156,0.026030984027887172
ADBE,2020-04-27,348.5,0.012786962564484083
ADBE,2020-04-28,333.45001220703125,-0.043185043882263296
ADBE,2020-04-29,349.1700134277344,0.04714350171006432
ADI,2020-02-03,100.39326477050781,
ADI,2020-02-04,102.63841247558594,0.02236352916911688
ADI,2020-02-05,106.48986053466797,0.03752443131364824
ADI,2020-02-06,105.6775894165039,-0.0076276850592702505
ADI,2020-02-07,102.46501922607422,-0.03039973004842189
ADI,2020-02-10,103.04000091552734,0.0056114925249222125
ADI,2020-02-11,106.67239379882812,0.03525225981197955
ADI,2020-02-12,108.43385314941406,0.0165127948090098
ADI,2020-02-13,108.49771881103516,0.0005889826817562227
ADI,2020-02-14,107.3751449584961,-0.010346520321723895
ADI,2020-02-18,108.21482849121094,0.007820092192093453
ADI,2020-02-19,113.07019805908203,0.044867876570773735
ADI,2020-02-20,113.67254638671875,0.005327206796984507
ADI,2020-02-21,112.03887176513672,-0.014371760583458792
ADI,2020-02-24,107.1104736328125,-0.04398828776726216
ADI,2020-02-25,104.64627838134766,-0.023006109186972656
ADI,2020-02-26,104.81056213378906,0.0015698957954599635
ADI,2020-02-27,98.84603118896484,-0.056907727841499334
ADI,2020-02-28,100.06648254394531,0.012346994009778012
ADI,2020-03-02,102.10356903076172,0.020357330796771045
ADI,2020-03-03,98.3688735961914,-0.03657752094292732
ADI,2020-03-04,103.19554901123047,0.04906710058359298
ADI,2020-03-05,99.90130615234375,-0.03192233473682293
ADI,2020-03-06,98.18536376953125,-0.017176375854343506
ADI,2020-03-09,89.47714233398438,-0.0886916450804982
ADI,2020-03-10,94.0009994506836,0.050558801931932074
ADI,2020-03-11,86.63251495361328,-0.07838729949819412
ADI,2020-03-12,82.59497833251953,-0.04660532622486624
ADI,2020-03-13,91.5693130493164,0.10865472572275592
ADI,2020-03-16,76.35516357421875,-0.16614899651921367
ADI,2020-03-17,87.5776596069336,0.14697756520168226
ADI,2020-03-18,75.45591735839844,-0.13841135174130037
ADI,2020-03-19,82.87943267822266,0.09838214920327859
ADI,2020-03-20,78.07112884521484,-0.05801564607320531
ADI,2020-03-23,78.14451599121094,0.0009400036490005981
ADI,2020-03-24,86.0085220336914,0.10063413846423908
ADI,2020-03-25,86.58663940429688,0.006721628937874424
ADI,2020-03-26,84.9899673461914,-0.018440166624901222
ADI,2020-03-27,81.36536407470703,-0.04264742515690356
ADI,2020-03-30,83.47589111328125,0.025938887665228227
ADI,2020-03-31,82.2646484375,-0.014510089795118586
ADI,2020-04-01,77.16267395019531,-0.062019039577867696
ADI,2020-04-02,80.47528076171875,0.04293017131134613
ADI,2020-04-03,79.42919158935547,-0.012998888136354192
ADI,2020-04-06,87.90801239013672,0.10674691043837248
ADI,2020-04-07,88.32093048095703,0.004697161039061815
ADI,2020-04-08,93.04667663574219,0.05350652590559024
ADI,2020-04-09,90.65170288085938,-0.02573948733557263
ADI,2020-04-13,91.45919036865234,0.008907582120704527
ADI,2020-04-14,94.53321075439453,0.03361084187768859
ADI,2020-04-15,92.1749267578125,-0.024946619053372254
ADI,2020-04-16,93.4412612915039,0.013738383942725196
ADI,2020-04-17,94.33135223388672,0.009525673456034056
ADI,2020-04-20,92.59706115722656,-0.01838509716642378
ADI,2020-04-21,88.52281188964844,-0.04399976863909527
ADI,2020-04-22,93.7073745727539,0.05856753273459603
ADI,2020-04-23,93.42289733886719,-0.0030358041209003206
ADI,2020-04-24,97.1943130493164,0.040369286522653924
ADI,2020-04-27,99.13050079345703,0.01992079251754375
ADI,2020-04-28,98.7450942993164,-0.003887869939683264
ADI,2020-04-29,104.00304412841797,0.05324770679912105
ADP,2020-02-03,156.46212768554688,
ADP,2020-02-04,158.2431640625,0.011383178813294759
ADP,2020-02-05,160.6719207763672,0.015348256768348723
ADP,2020-02-06,162.1470947265625,0.009181280357309918
ADP,2020-02-07,161.10366821289062,-0.006435061420196675
ADP,2020-02-10,161.33755493164062,0.0014517777363141082
ADP,2020-02-11,160.0872039794922,-0.007749906416260055
ADP,2020-02-12,160.14117431640625,0.00033713086100850553
ADP,2020-02-13,162.01217651367188,0.011683454959365402
ADP,2020-02-14,163.03759765625,0.006329284407160518
ADP,2020-02-18,161.85025024414062,-0.007282660129798946
ADP,2020-02-19,163.03759765625,0.007336086353393556
ADP,2020-02-20,162.6058807373047,-0.002647959275354106
ADP,2020-02-21,160.63592529296875,-0.01211490897748324
ADP,2020-02-24,157.0018310546875,-0.022623172441988748
ADP,2020-02-25,150.3813934326172,-0.042167900702790195
ADP,2020-02-26,149.61683654785156,-0.00508411890137328
ADP,2020-02-27,141.70108032226562,-0.05290685465772604
ADP,2020-02-28,139.19142150878906,-0.017710936344090933
ADP,2020-03-02,146.6214141845703,0.05337967379916497
ADP,2020-03-03,139.64120483398438,-0.0476070251361721
ADP,2020-03-04,147.87176513671875,0.058940771189416985
ADP,2020-03-05,144.52554321289062,-0.022629214716780366
ADP,2020-03-06,143.1582794189453,-0.009460360871512474
ADP,2020-03-09,135.7552032470703,-0.05171252547825245
ADP,2020-03-10,138.90354919433594,0.023191346423280246
ADP,2020-03-11,133.1376495361328,-0.041510095974122474
ADP,2020-03-12,117.91417694091797,-0.11434385876763786
ADP,2020-03-13,130.784423828125,0.10914927467674884
ADP,2020-03-16,110.83641815185547,-0.15252585202718716
ADP,2020-03-17,117.108642578125,0.056589923518423735
ADP,2020-03-18,106.43770599365234,-0.09111997500401314
ADP,2020-03-19,106.22955322265625,-0.0019556300002229188
ADP,2020-03-20,101.42355346679688,-0.045241645192520386
ADP,2020-03-23,98.71737670898438,-0.026681935953845493
ADP,2020-03-24,109.47876739501953,0.10901212172360886
ADP,2020-03-25,110.9540786743164,0.013475775389155453
ADP,2020-03-26,124.05064392089844,0.11803590641335848
ADP,2020-03-27,118.90972900390625,-0.04144206555082708
ADP,2020-03-30,124.73848724365234,0.049018346005604174
ADP,2020-03-31,123.7066879272461,-0.008271699771305041
ADP,2020-04-01,117.40731811523438,-0.050921820942425366
ADP,2020-04-02,119.06360626220703,0.014107196838846203
ADP,2020-04-03,116.3664779663086,-0.022652835577302355
ADP,2020-04-06,126.3947525024414,0.08617837981687715
ADP,2020-04-07,123.96014404296875,-0.019261942535356624
ADP,2020-04-08,125.38108825683594,0.011462911928971531
ADP,2020-04-09,128.99237060546875,0.028802448589657415
ADP,2020-04-13,126.28617858886719,-0.020979473467300003
ADP,2020-04-14,130.2141876220703,0.031104029570734104
ADP,2020-04-15,124.5755615234375,-0.043302701507443975
ADP,2020-04-16,123.92390441894531,-0.005231018801144072
ADP,2020-04-17,127.6890640258789,0.030382835535949893
ADP,2020-04-20,126.54865264892578,-0.008931159341272976
ADP,2020-04-21,120.9280776977539,-0.0444143405205949
ADP,2020-04-22,125.53495788574219,0.038096034235346465
ADP,2020-04-23,123.01881408691406,-0.020043371513441155
ADP,2020-04-24,126.01465606689453,0.024352713869147502
ADP,2020-04-27,128.72085571289062,0.02147527700714047
